,hours_since,elite_count,average_stars,review_count,useful,funny,cool,id_count,fans,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
0,1.35940137660801,-1.3933412388379671,-0.7305630628189103,-1.5425087525595185,-1.758473837182227,-1.1589249449931547,-1.7128434781832553,-3.0023886741710952,-2.0282032510869756,-1.3123192260730203,-0.9230793907739252,-1.0835083799089977,-0.4424321079907337,-0.2763565543526749,-1.6609244257958318,-1.8785795732263275,-1.8853710160032011,-1.8853710160032011,-2.2669692805176904,-1.6403138406690876
1,0.8877182913830329,1.1666732861083455,0.3885973738398553,0.7177853612393493,0.16234658204972247,-0.07670199925168002,-0.08991328504601706,-0.7126910567330949,-0.19658208468781413,0.19451999980317744,0.10960731606296867,0.24323130491294614,-0.27441400279734557,0.5781428387406979,0.23565903773757682,0.1390997140064377,0.16221988895621756,0.16221988895621756,0.1814259223699642,-0.6555397074259525
2,0.9354734181762225,-1.713343054456256,0.05699428149651837,-1.5639387771222664,-1.0619933662776697,-0.8548862630143329,-0.9573872502706695,-1.8582029074217445,-1.7568871726870612,-0.03792159401618635,-0.6275967376138921,-0.4410333519630436,0.2892327414354195,-0.2763565543526749,-0.39978147720521434,-0.6656118090228714,-0.3664016350829945,-0.3664016350829945,-0.9146776952708345,-1.3933442671509126
3,1.1404475162634633,1.8066769173449235,0.09844466803943663,0.988434516383901,1.1563105649593002,1.0374434066069405,1.006057460995309,1.4754575135590307,1.9852405895889935,1.1396240428335704,1.3499319559148137,1.2843021059287485,1.7311750783666953,1.8299305102112933,1.5062052807668025,1.762247003985666,1.2827878963873771,1.2827878963873771,1.194668241645392,0.9123251132780326
4,0.5549592798001457,-0.43333579198309985,-1.3937692475055878,-0.7370610880033134,-0.4719430036022455,-0.29867476283224637,-0.4164446377008955,-1.3669545460194672,-0.8144749641916865,-0.017155486191089586,-0.33211408445385937,-0.14229947624566477,-0.67924032688934,1.3497226094640156,-0.38330927607594656,-0.3452924438162739,-0.3357622178043273,-0.3357622178043273,-0.05470042228373398,-0.8309941302935964
5,0.26614127853395164,0.8466714704900563,-0.7720134493618267,0.2387713116728967,-0.4545682808273982,-0.7447593680645994,-0.6768769773355823,-0.7634584727909971,-0.17223768452814697,-0.48759671018499234,-0.9230793907739252,-0.784774504191619,-0.4424321079907337,0.43536559409762504,-0.5189253069464719,-0.6962188242529409,-0.6855843235210978,-0.6855843235210978,-0.28859466329640954,-0.6770308627899189
6,0.8268148638553934,-0.43333579198309985,-0.06735687813223275,1.7678047657290474,0.9832557544268733,0.8731844612323497,0.8947457023340117,1.2061902710742123,0.9926881693358656,0.6869859626059818,1.2130277355119343,1.1680809328262423,0.9668196135138736,2.153311367653728,1.24301832687816,0.8407668627218325,0.9676076026107197,0.9676076026107197,0.912326970958739,0.3418631278395997
7,0.8102220129761175,-0.1133339763648108,-0.564761516647241,-0.10548373012924395,-0.07488098356102142,0.19696318510071514,0.0470029098228627,0.47499338300233634,0.20871285493679162,0.9875429820543464,0.7175492610809027,0.6684137458698473,1.1948450965284283,0.1174355778755825,0.48641166212138376,0.3356537665601741,0.629228952051586,0.629228952051586,0.7592457248372744,0.44491458074566953
8,-0.11406184581368024,-1.713343054456256,-0.813463835904745,-2.4212429042847634,-1.6495872865873336,-1.507679560868577,-1.7183925585783375,-0.9978861965710387,-1.9081264376875584,-1.5995672495859128,-1.4282103227494871,-1.3206267967971959,-1.488892975073329,-0.6701486865809323,-1.4503239232976248,-1.0631389861626492,-1.4249256950552496,-1.4249256950552496,-1.4885882656958969,-0.9700801812603514
9,1.0177030559947706,0.8466714704900563,0.6372996930973612,0.21867751636554214,-0.0492449196358278,0.14393766104105452,-0.02765924216954679,-0.583585886836837,0.02750999567706183,0.266312964455388,0.33563268612127306,0.3187950972078646,-0.27441400279734557,1.7902360109456121,0.19182760779357022,0.6300910970064282,0.27599760366476334,0.27599760366476334,0.5952057279397066,-0.5270798290045634
