,hours_since,elite_count,average_stars,review_count,useful,funny,cool,id_count,fans,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
0,2.4695316425150526,-0.09753144604820568,0.07660962326106513,1.338430196086511,0.9578636111574201,1.3599142578230425,1.2323496752200964,0.7274915206028303,1.3775445395203019,1.029477496009565,1.5450760356137376,1.6371961365898642,2.704216047344093,1.0515082806796436,0.9502977061834794,1.3706513738771446,1.2776702897853942,1.2776702897853942,1.095833072169853,0.15960428983326116
1,2.42046610270459,0.6794666093532693,-0.1844992193868326,1.3011069150490884,1.211370758839848,1.613259338220296,1.3434072528227292,0.7609784097310823,1.5488916537118405,1.2681421031227098,2.0149503282695433,0.6301944297578458,-0.29135487729513443,-0.23907824604221017,1.3838335291550516,1.3706513738771446,1.2776702897853942,1.2776702897853942,1.6337549646485674,-0.46952098043414625
2,2.437291799421816,-0.48603047374894315,0.29164043485345176,2.4538651125950963,2.6094659142811767,2.9613081454392898,2.9519664467772317,0.8094478147515644,3.0812637752519203,2.9589462378972824,3.7435584528570187,3.4572056279531207,3.1851801871054346,4.048157395958215,3.0651573567944053,3.0420919586586432,2.735366614455617,2.735366614455617,2.994974230000414,2.783009483360475
3,2.434345072965832,-0.48603047374894315,0.5527492775013495,0.34592723819882915,0.5050408128884828,0.886549059676881,0.6076876095703293,-0.29702909734302124,0.5639210437694309,0.2943966806807278,1.5450760356137376,-0.37680727707417266,1.5453710258772364,-0.23907824604221017,-0.70530696405277,0.49670534013917256,0.7896089737633437,0.7896089737633437,0.24324704427413246,0.15960428983326116
4,2.2690180158143667,0.6794666093532693,0.07660962326106513,1.06538608936697,0.7077499002344744,0.7964456361269923,1.0354266060552608,0.5652504489878841,1.2733818757713147,1.029477496009565,1.7237139509307868,-0.37680727707417266,2.0263351656385784,3.3840561920916135,1.1015027054418942,0.962941900338971,1.456925410872548,1.456925410872548,0.24324704427413246,0.5276189811957571
5,2.1636040149176554,3.010460775557694,0.7984987764640772,1.0466898466727281,1.2310587737743495,0.9445023431812934,1.3251196815639728,1.1620900738612536,1.523052220424225,1.1177497917392734,1.5450760356137376,1.2192526664167762,-0.29135487729513443,-0.23907824604221017,1.7201100386202708,1.532865938077179,1.5760131837126992,1.5760131837126992,1.8886929263810248,0.15960428983326116
6,2.6129875937065106,0.2909675816525318,0.07660962326106513,0.7948414370634256,0.7833772806878686,0.7057721465832558,0.8518318371793911,0.5720495257322671,1.105426205284872,1.2681421031227098,1.5450760356137376,1.2192526664167762,2.399399935669108,-0.23907824604221017,1.551971783887661,1.400551281800165,1.4302615292350962,1.4302615292350962,1.095833072169853,0.15960428983326116
7,2.54128858899913,-0.09753144604820568,0.10732831063140608,0.6269180248448455,0.028558942901639107,0.3736573213921096,0.3335838153448985,0.48363292810947195,0.8173407697204951,0.2943966806807278,-0.5313090746638223,2.2262543732487945,-0.29135487729513443,-0.23907824604221017,-0.18302184075081465,0.6902109961568669,0.2599301191278359,0.2599301191278359,0.6396769713797184,-0.46952098043414625
8,2.066431992413079,0.6794666093532693,-0.06162446990546881,1.2275636353473527,1.6147998199953517,1.7393151516255172,1.5979412075814647,1.1409121407382166,1.5488916537118405,2.216693613781542,2.247498084417955,1.6371961365898642,2.0263351656385784,3.3840561920916135,2.4044811900816874,2.3546081953950466,2.039555691935117,2.039555691935117,2.213636116001101,0.5276189811957571
9,2.1330048669075237,1.8449636924554815,0.1226876543165769,1.3083839161975763,1.1172058000542222,1.2796401462947185,1.017497707483712,0.7563297768424739,1.2733818757713147,2.068433446934487,1.0752017429579321,0.6301944297578458,-0.29135487729513443,-0.23907824604221017,0.8615484058530961,0.6902109961568669,1.0782028151169925,1.0782028151169925,0.6396769713797184,0.15960428983326116
